GEOID10,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,POPULATION,MEDAGE,MEDHHINC,MEDHOUSING,PCPREWAR,MEDYRBUILT,DENSITY
36061020102,36,061,020102,1400000US36061020102,4290,33,54563,1148,48.6,NA,133305.92105578884
36061021600,36,061,021600,1400000US36061021600,8413,36,46250,1153,56.9,NA,125807.27862908349
36061022302,36,061,022302,1400000US36061022302,3432,33,24241,1081,14.4,1973,147913.11783010233
36061022900,36,061,022900,1400000US36061022900,8598,36,34898,1212,74.7,NA,105512.43916930817
36061024000,36,061,024000,1400000US36061024000,1688,47,NA,NA,NA,NA,2001.8470090428598
36061024302,36,061,024302,1400000US36061024302,7239,32,20371,469,1.6,1961,87916.6227386546
36005000400,36,005,000400,1400000US36005000400,5915,36,74836,1883,16.1,1993,19878.029944633956
36005005100,36,005,005100,1400000US36005005100,5653,28,18633,493,23.8,1951,28683.043452026457
36005008500,36,005,008500,1400000US36005008500,5959,28,27174,936,65.9,NA,84960.41182882119
36005012102,36,005,012102,1400000US36005012102,1835,23,20028,546,71.9,NA,96016.56592185544
36005013500,36,005,013500,1400000US36005013500,3908,32,23279,651,38.5,1949,60462.55229265729
36005015700,36,005,015700,1400000US36005015700,4054,27,33785,1030,16.3,1985,32913.84052487547
36005016200,36,005,016200,1400000US36005016200,1969,41,70682,1437,49.8,NA,28230.275633005993
36005017702,36,005,017702,1400000US36005017702,5388,30,23485,1143,50,NA,99037.33255739682
36005020502,36,005,020502,1400000US36005020502,2123,35,15343,1020,36.2,1948,54046.6548453365
36005021700,36,005,021700,1400000US36005021700,5000,34,22721,1000,57,NA,80178.93296514831
36005024600,36,005,024600,1400000US36005024600,2223,43,63516,1422,40.4,1950,37770.23356687397
36005026100,36,005,026100,1400000US36005026100,1958,47,73688,1053,4.1,1953,29025.203637882976
36005026300,36,005,026300,1400000US36005026300,6456,33,32663,1174,61.9,NA,105303.69126130438
36005027700,36,005,027700,1400000US36005027700,5892,34,33095,1132,61.5,NA,86357.36119065135
36005029600,36,005,029600,1400000US36005029600,1660,32,49013,1251,22.3,1957,5944.0105182680245
36005034000,36,005,034000,1400000US36005034000,4582,33,34290,1185,50.8,NA,74952.63098193026
36005036501,36,005,036501,1400000US36005036501,3904,29,21122,972,27.1,1973,105516.32788253833
36005039500,36,005,039500,1400000US36005039500,3980,29,25702,1030,51.8,NA,25178.558580563844
36005039902,36,005,039902,1400000US36005039902,5156,30,24799,1080,59.7,NA,110000.72593678696
36005041500,36,005,041500,1400000US36005041500,5874,30,42207,1199,60.1,NA,111981.5506779137
36005042902,36,005,042902,1400000US36005042902,4621,31,27553,1203,51.6,NA,126547.26937066486
36005044200,36,005,044200,1400000US36005044200,4071,31,38603,1199,54.1,NA,44129.969187241295
36005045600,36,005,045600,1400000US36005045600,3275,43,74254,1724,28.9,1953,10264.409932100716
36047001800,36,047,001800,1400000US36047001800,2075,36,NA,NA,NA,NA,2660.2835899949014
36047004500,36,047,004500,1400000US36047004500,3318,35,138281,2170,81.3,NA,50390.703498906405
36047005601,36,047,005601,1400000US36047005601,2482,44,53984,1288,23.8,1954,37063.18626868769
36047006300,36,047,006300,1400000US36047006300,1952,35,97614,2176,71.2,NA,49446.97562693166
36047007700,36,047,007700,1400000US36047007700,4409,38,123592,2150,59.2,NA,29319.31398611992
36047010100,36,047,010100,1400000US36047010100,4402,30,43779,1205,62.1,NA,36225.104616655546
36047011200,36,047,011200,1400000US36047011200,6527,31,30032,1125,66.2,NA,98678.16030307098
36047015000,36,047,015000,1400000US36047015000,1642,45,82188,1523,70.6,NA,31854.68930751657
36047016700,36,047,016700,1400000US36047016700,5278,36,107466,1951,92.9,NA,80928.02098096676
36047019400,36,047,019400,1400000US36047019400,3786,34,46071,1220,55.2,NA,54958.494384037665
36047022000,36,047,022000,1400000US36047022000,4313,24,30861,1503,65,NA,57497.816253944075
36047022600,36,047,022600,1400000US36047022600,2438,28,48269,1263,72.1,NA,40430.21349724677
36047025200,36,047,025200,1400000US36047025200,5337,34,42302,1232,74.8,NA,76253.01865122051
36047026600,36,047,026600,1400000US36047026600,3418,40,50580,1181,63.8,NA,53361.89915429454
36047027600,36,047,027600,1400000US36047027600,4325,31,46194,1245,57.9,NA,74979.9064231974
36047029000,36,047,029000,1400000US36047029000,4017,41,45179,1210,51.4,NA,67247.41323232846
36047032300,36,047,032300,1400000US36047032300,3835,34,53851,1314,70.6,NA,57398.63377367868
36047035400,36,047,035400,1400000US36047035400,5373,58,53158,810,1.7,1965,36846.89987846565
36047036400,36,047,036400,1400000US36047036400,2077,39,33750,1270,45.8,1942,37552.56597556719
36047036502,36,047,036502,1400000US36047036502,1164,38,27364,1071,45.7,NA,24701.112110709633
36047038500,36,047,038500,1400000US36047038500,3364,34,39141,1073,60.4,NA,49945.9401179755
36047039700,36,047,039700,1400000US36047039700,3261,35,38266,1354,73,NA,53066.455145201624
36047042200,36,047,042200,1400000US36047042200,3474,34,68382,1435,65.5,NA,39588.25374868004
36047044900,36,047,044900,1400000US36047044900,3465,33,33831,819,24,1954,4187.15892787407
36047047200,36,047,047200,1400000US36047047200,2931,21,51159,1945,53.4,NA,43929.85595240851
36047047800,36,047,047800,1400000US36047047800,4320,25,31708,1356,68.7,NA,50577.47111472742
36047049200,36,047,049200,1400000US36047049200,3637,31,46146,1200,43.1,1944,56974.973725594566
36047049700,36,047,049700,1400000US36047049700,2776,32,79934,1848,60.4,NA,43670.92669889939
36047050801,36,047,050801,1400000US36047050801,3948,35,40417,1204,77.4,NA,130691.11226993865
36047053400,36,047,053400,1400000US36047053400,4227,30,31004,1315,58.9,NA,63143.11333356404
36047056300,36,047,056300,1400000US36047056300,4519,34,66591,1433,66.1,NA,31608.42098269986
36047059402,36,047,059402,1400000US36047059402,4817,49,68429,1165,14.2,1949,38688.42413473376
36047063200,36,047,063200,1400000US36047063200,1458,45,60139,939,3.8,1957,32154.86047105707
36047065800,36,047,065800,1400000US36047065800,1954,45,81932,1552,50.2,NA,32998.6408372184
36047068000,36,047,068000,1400000US36047068000,2155,32,69375,1682,48.6,1941,33053.75573703504
36047072400,36,047,072400,1400000US36047072400,2038,39,76071,1741,8.8,1953,27464.17927905428
36047075000,36,047,075000,1400000US36047075000,2888,31,52774,1478,49,1940,43131.618867489335
36047079000,36,047,079000,1400000US36047079000,5288,38,47500,1214,79.8,NA,74845.65405381774
36047079801,36,047,079801,1400000US36047079801,2886,39,61250,1234,74,NA,57639.61573103023
36047081800,36,047,081800,1400000US36047081800,4409,33,44954,1146,59.7,NA,72311.30771666308
36047089600,36,047,089600,1400000US36047089600,3411,32,34482,1160,67.3,NA,59282.055695726864
36047092800,36,047,092800,1400000US36047092800,2680,43,45762,1285,30,1954,44149.67554812077
36047096400,36,047,096400,1400000US36047096400,2212,36,51631,1741,20,1961,32444.33691053964
36047096600,36,047,096600,1400000US36047096600,2359,32,70625,1692,22.8,1963,33716.39520779644
36047111800,36,047,111800,1400000US36047111800,2986,31,33160,1410,39.6,1965,47648.030411129395
36047115000,36,047,115000,1400000US36047115000,2776,29,40104,1389,38,1964,45434.94026945729
36047119000,36,047,119000,1400000US36047119000,2611,25,30565,1494,56.3,NA,48090.988834999785
36081043200,36,081,043200,1400000US36081043200,1507,35,88750,2130,35.8,1947,16578.51063576744
36081083800,36,081,083800,1400000US36081083800,6247,38,66067,1748,32.7,1948,32660.96676100464
36081006502,36,081,006502,1400000US36081006502,3845,33,61750,1516,45.3,1945,64932.93076692357
36081009500,36,081,009500,1400000US36081009500,2755,34,60960,1694,43.6,1944,43373.49441678672
36081011600,36,081,011600,1400000US36081011600,2309,38,59125,1598,48.4,NA,43670.50256679884
36081012100,36,081,012100,1400000US36081012100,2247,36,58209,1608,32.6,1952,42202.34253807106
36081014900,36,081,014900,1400000US36081014900,2430,34,62955,1594,46.3,1940,59042.27963525836
36081016300,36,081,016300,1400000US36081016300,3788,46,23717,648,21.2,1946,44951.842787957095
36081018000,36,081,018000,1400000US36081018000,1456,31,60417,1565,50.8,NA,27278.414143313898
36081021400,36,081,021400,1400000US36081021400,6415,33,51648,1322,19.8,1952,43636.73209858385
36081026200,36,081,026200,1400000US36081026200,1208,34,64464,1674,38.9,1954,21819.095102271378
36081028800,36,081,028800,1400000US36081028800,4693,36,59792,1925,38.1,1952,17087.422991546835
36081029700,36,081,029700,1400000US36081029700,2128,35,55536,1432,19.4,1955,10614.888909004416
36081032000,36,081,032000,1400000US36081032000,5330,28,71806,1663,20,1956,13271.48084020639
36081035200,36,081,035200,1400000US36081035200,3044,35,74336,2016,36,1945,13004.946137160296
36081038100,36,081,038100,1400000US36081038100,7798,30,48311,1415,17.7,1956,70989.0034410643
36081039900,36,081,039900,1400000US36081039900,4181,28,46362,1439,19.8,1959,63823.86469887897
36081041400,36,081,041400,1400000US36081041400,3677,36,40682,1468,34.5,1955,20124.860530625614
36081046300,36,081,046300,1400000US36081046300,3985,33,42720,1499,25.1,1953,64743.60743970141
36081047800,36,081,047800,1400000US36081047800,5500,43,80149,1083,21.3,1953,21810.425263157897
36081049900,36,081,049900,1400000US36081049900,4980,40,57813,1500,21.1,1950,27894.62581208855
36081052800,36,081,052800,1400000US36081052800,1509,44,57500,1684,31.3,1951,21665.069580256768
36081053100,36,081,053100,1400000US36081053100,2785,41,41605,1361,60.9,NA,17032.313363054196
36081055100,36,081,055100,1400000US36081055100,4932,34,45179,1259,73.2,NA,82341.09322968034
36081056400,36,081,056400,1400000US36081056400,1582,35,52536,1503,42.9,1943,21893.810833195294
36081059100,36,081,059100,1400000US36081059100,5210,37,56932,1171,72.9,NA,66781.3396020984
36081062200,36,081,062200,1400000US36081062200,1653,50,77813,1754,18.5,1948,9790.861856518855
36081063800,36,081,063800,1400000US36081063800,4113,37,104112,1827,23.6,1954,15494.968856228974
36081066900,36,081,066900,1400000US36081066900,1602,43,74259,1183,4.5,1956,25916.866710390706
36081068200,36,081,068200,1400000US36081068200,1278,38,78000,1617,52.4,NA,14382.882499402524
36081070900,36,081,070900,1400000US36081070900,2555,43,97039,1524,27.3,1949,30142.61532224636
36081071701,36,081,071701,1400000US36081071701,5571,46,65250,1265,6.9,1958,75912.80704578815
36081075702,36,081,075702,1400000US36081075702,4565,45,86607,1391,12.2,1952,33383.48463714756
36081076901,36,081,076901,1400000US36081076901,4172,37,76538,1437,64.6,NA,59787.03237943474
36081079000,36,081,079000,1400000US36081079000,2508,36,54234,1473,19.8,1965,24926.666605268005
36081092800,36,081,092800,1400000US36081092800,3283,47,123692,2081,61.1,NA,11148.197110858797
36081096400,36,081,096400,1400000US36081096400,4153,40,58320,1655,12.5,1976,12468.030939928412
36081099703,36,081,099703,1400000US36081099703,3858,52,94098,1663,4.5,1966,17329.29193244607
36081112300,36,081,112300,1400000US36081112300,2344,39,72750,1832,38.5,1954,21738.341594067453
36081117100,36,081,117100,1400000US36081117100,2813,36,40508,1302,42.4,1947,18326.800432660864
36081128300,36,081,128300,1400000US36081128300,29,77,32188,NA,0,1955,38.08941088172501
36081140300,36,081,140300,1400000US36081140300,2276,47,76200,1560,6,1954,15747.804555387549
36081145102,36,081,145102,1400000US36081145102,2616,40,85170,1736,23.2,1953,19714.925140178482
36081147900,36,081,147900,1400000US36081147900,4845,42,82927,1712,33.4,1954,13725.779411700365
36085006700,36,085,006700,1400000US36085006700,2609,41,94583,1369,48.7,1942,7107.2989507253205
36085007500,36,085,007500,1400000US36085007500,4606,32,48226,1538,65.4,NA,24820.103129590254
36085012500,36,085,012500,1400000US36085012500,2668,35,82155,1480,61,NA,15096.098186743566
36085014604,36,085,014604,1400000US36085014604,7468,42,80705,1665,11.8,1975,17131.956588246445
36085015603,36,085,015603,1400000US36085015603,4596,41,90604,1982,17.1,1978,11368.036641804587
36085022600,36,085,022600,1400000US36085022600,9032,39,93589,2257,4,1996,2895.1686506350175
36085013203,36,085,013203,1400000US36085013203,5766,44,84596,1787,11.5,1970,14531.281649889805
36081100802,36,081,100802,1400000US36081100802,9029,29,59544,1466,27.2,1957,22513.655637848355
36081047600,36,081,047600,1400000US36081047600,1459,44,86750,1981,33.7,1951,6902.837081176269
36047051800,36,047,051800,1400000US36047051800,3481,42,69856,1392,50.5,NA,44780.502990086025
36081061000,36,081,061000,1400000US36081061000,1556,37,71766,1947,14.5,1948,17014.000920355476
36081074500,36,081,074500,1400000US36081074500,3836,39,34141,1067,10.8,1955,56939.777219948875
36005016300,36,005,016300,1400000US36005016300,0,NA,NA,NA,NA,NA,0
36005023900,36,005,023900,1400000US36005023900,8282,29,20985,1083,58.4,NA,120178.39179323983
36005040400,36,005,040400,1400000US36005040400,2818,32,36691,1456,59.3,NA,33901.34277180906
36047013000,36,047,013000,1400000US36047013000,5224,36,57549,1188,73,NA,76688.62438714724
36047040800,36,047,040800,1400000US36047040800,3304,34,59056,1368,87.1,NA,55955.7990714706
36047051500,36,047,051500,1400000US36047051500,1367,33,96146,2365,31.3,1973,18940.925702424516
36047081000,36,047,081000,1400000US36047081000,2194,32,40698,1261,58,NA,34987.338973241225
36005019900,36,005,019900,1400000US36005019900,8015,33,24914,1100,45,1943,117223.47670918814
36061010400,36,061,010400,1400000US36061010400,982,52,111806,2218,39.9,1947,14681.8614112866
36061025700,36,061,025700,1400000US36061025700,4446,35,76686,1622,36.4,1979,79930.90972699445
36081025400,36,081,025400,1400000US36081025400,9094,30,32741,1031,16.1,1971,37261.65170137335
36081044400,36,081,044400,1400000US36081044400,3024,34,37054,1247,34.6,1959,8675.014107751455
36081067100,36,081,067100,1400000US36081067100,2129,49,83854,1260,33.4,1943,24068.040942104893
36081120100,36,081,120100,1400000US36081120100,1617,44,44336,1337,35.8,1949,25710.19378364939
36081152902,36,081,152902,1400000US36081152902,5132,47,86552,1038,2.4,1956,12796.479491368613
36081011700,36,081,011700,1400000US36081011700,3706,31,65556,1542,56.4,NA,45099.989794527944
36005028100,36,005,028100,1400000US36005028100,3974,52,61886,739,34.2,1951,79725.2717794595
36047026400,36,047,026400,1400000US36047026400,4946,38,47336,1205,64.7,NA,67615.78350417515
36081058500,36,081,058500,1400000US36081058500,4476,34,52917,1371,61.5,NA,67729.51098076103
36047078400,36,047,078400,1400000US36047078400,2806,40,93176,1723,75.9,NA,43407.0151648181
36047150200,36,047,150200,1400000US36047150200,2946,36,100813,1868,75.3,NA,23896.64965423933
36085014100,36,085,014100,1400000US36085014100,2344,34,50417,1360,32.4,1971,19497.860613301473
36061016001,36,061,016001,1400000US36061016001,3861,49,222222,2398,79.3,NA,79607.87858137961
36081050800,36,081,050800,1400000US36081050800,2072,31,66250,1771,50,1943,24445.090379035308
36047061004,36,047,061004,1400000US36047061004,6231,48,23583,973,44.8,1943,71808.69910429431
36081006202,36,081,006202,1400000US36081006202,7378,38,55253,1325,3.1,1970,16573.242009750225
36081008800,36,081,008800,1400000US36081008800,3928,32,80363,1657,43.2,1952,22682.266524867286
36081011100,36,081,011100,1400000US36081011100,3440,31,61078,1584,36.1,1950,59106.64747208715
36081015100,36,081,015100,1400000US36081015100,2717,34,60771,1383,43.1,1943,52738.84926291492
36081016900,36,081,016900,1400000US36081016900,5561,39,55245,1417,54.2,NA,62328.731469620914
36081018700,36,081,018700,1400000US36081018700,3074,37,55987,1286,44.4,1944,33672.34149312311
36081021900,36,081,021900,1400000US36081021900,4,NA,NA,NA,0,NA,8.071603872517931
36081029300,36,081,029300,1400000US36081029300,1217,37,48355,1601,41.5,1950,20828.203814080116
36081033100,36,081,033100,1400000US36081033100,0,NA,NA,NA,NA,NA,0
36081039800,36,081,039800,1400000US36081039800,1731,40,62375,1681,39.1,1944,22350.301000543397
36081040400,36,081,040400,1400000US36081040400,4316,31,53417,1314,19.3,1952,23597.58460996097
36061004500,36,061,004500,1400000US36061004500,984,36,139079,1777,77.1,NA,24284.145254271203
36081044301,36,081,044301,1400000US36081044301,3535,35,20273,783,7.9,1986,68504.87156656616
36081046600,36,081,046600,1400000US36081046600,3521,36,52477,1475,9.5,1961,37912.768403766604
36081048500,36,081,048500,1400000US36081048500,4639,41,53194,1358,13.5,1958,37868.49616585928
36081052600,36,081,052600,1400000US36081052600,1980,33,60729,1728,45.1,1942,28088.052800219088
36081033700,36,081,033700,1400000US36081033700,3555,32,57554,1476,24.5,1946,61042.91006729207
36061001200,36,061,001200,1400000US36061001200,3755,46,41705,746,22.5,1954,80643.83807225719
36061006200,36,061,006200,1400000US36061006200,4536,34,82102,2334,1.5,1975,40026.52573336513
36061007300,36,061,007300,1400000US36061007300,5677,38,97149,2010,77.8,NA,88950.09574165603
36061007900,36,061,007900,1400000US36061007900,4101,41,83922,2232,60.7,NA,37143.96896025962
36061010800,36,061,010800,1400000US36061010800,9116,40,127109,1960,27.6,1964,129308.61447294196
36061012200,36,061,012200,1400000US36061012200,3126,56,156218,2333,50.2,NA,46903.54595170784
36061013800,36,061,013800,1400000US36061013800,13162,36,118358,2177,38.7,1955,187210.91133554102
36061016800,36,061,016800,1400000US36061016800,4693,40,26136,628,14.1,1955,60994.257690261846
36061018300,36,061,018300,1400000US36061018300,8232,44,100956,2106,64.3,NA,95049.66839045615
36061022000,36,061,022000,1400000US36061022000,5379,37,47808,1184,60.4,NA,79629.30726186733
36061023400,36,061,023400,1400000US36061023400,5225,31,38854,1254,59.3,NA,125030.60285489907
36061026300,36,061,026300,1400000US36061026300,9715,38,29308,1170,60.4,NA,160060.89923092094
36061027700,36,061,027700,1400000US36061027700,7558,43,28449,1082,81.7,NA,119900.09496392302
36061031100,36,061,031100,1400000US36061031100,0,NA,NA,NA,NA,NA,0
36085014605,36,085,014605,1400000US36085014605,3672,46,91129,1476,7.9,1966,10859.153682523045
36085016901,36,085,016901,1400000US36085016901,3283,39,73272,1563,25.6,1960,10326.070661843018
36085017700,36,085,017700,1400000US36085017700,6918,48,104458,2245,15.9,1965,5087.326070593513
36085024700,36,085,024700,1400000US36085024700,2691,34,63162,1527,45,1948,14524.47756827048
36085029102,36,085,029102,1400000US36085029102,2814,38,84559,1991,19.7,1986,790.2290294113725
36081015700,36,081,015700,1400000US36081015700,1457,35,46632,1379,47.6,1941,29374.8638996139
36047034500,36,047,034500,1400000US36047034500,2899,33,31701,1226,78.3,NA,45894.99454153143
36047007100,36,047,007100,1400000US36047007100,5002,35,36890,749,37.7,1944,77329.22651194995
36047008500,36,047,008500,1400000US36047008500,6916,33,14000,362,28.5,1952,73539.08844877985
36081085300,36,081,085300,1400000US36081085300,4526,48,37275,1226,7.4,1965,60044.6953172221
36081065501,36,081,065501,1400000US36081065501,0,NA,NA,NA,NA,NA,0
36081069300,36,081,069300,1400000US36081069300,2864,43,42389,1386,33.4,1947,51872.93271234563
36081070700,36,081,070700,1400000US36081070700,2262,45,81042,1246,43.5,1942,26382.628448939704
36081077905,36,081,077905,1400000US36081077905,2673,41,62772,1337,3.5,1950,25152.640500506826
36081094700,36,081,094700,1400000US36081094700,2699,37,61932,1516,27.1,1949,25639.4952043163
36081101001,36,081,101001,1400000US36081101001,11028,32,24703,1097,10.3,1965,35487.61909163762
36081118900,36,081,118900,1400000US36081118900,2556,40,70938,1509,39.3,1947,32715.476217068364
36081139900,36,081,139900,1400000US36081139900,1710,46,95298,1701,30.1,1947,12160.536297264423
36081144100,36,081,144100,1400000US36081144100,3254,45,87000,1384,21.4,1951,25003.62231504996
36081146700,36,081,146700,1400000US36081146700,3313,37,69071,1577,14.2,1956,24199.965716413026
36085007000,36,085,007000,1400000US36085007000,8963,38,63592,1746,9.6,1969,8792.322908495928
36085012805,36,085,012805,1400000US36085012805,2940,46,73878,2155,5.8,1976,7564.570473739059
36085015601,36,085,015601,1400000US36085015601,6559,43,97969,1898,27.9,1957,11879.91452312452
36085019800,36,085,019800,1400000US36085019800,6690,39,90625,2244,13.2,1991,2979.145441690864
36047036700,36,047,036700,1400000US36047036700,1426,35,51140,1282,76.7,NA,20185.62201040619
36047038700,36,047,038700,1400000US36047038700,4058,31,36430,1120,71.7,NA,55823.509780905595
36047042400,36,047,042400,1400000US36047042400,3432,40,46570,1169,61.1,NA,55199.20771026876
36047043900,36,047,043900,1400000US36047043900,4155,33,40455,1268,78.1,NA,53806.1936070959
36047047700,36,047,047700,1400000US36047047700,3760,32,86932,2028,46,1955,44711.34675512499
36047048500,36,047,048500,1400000US36047048500,3034,28,85924,2027,35.5,1955,13525.393328204094
36047050300,36,047,050300,1400000US36047050300,2431,35,69712,1688,65.5,NA,50246.279790595974
36047054200,36,047,054200,1400000US36047054200,4719,30,39468,1387,48,1942,64609.70545913971
36047055700,36,047,055700,1400000US36047055700,2384,35,92222,1884,40,1962,21857.289886829054
36047060800,36,047,060800,1400000US36047060800,3126,40,50213,1382,16.9,1966,20123.18650285706
36047064400,36,047,064400,1400000US36047064400,2814,29,83125,1326,65.4,NA,36563.06899509865
36047077000,36,047,077000,1400000US36047077000,3302,31,54732,1332,46.3,1942,52375.86276671322
36047080400,36,047,080400,1400000US36047080400,3282,30,31941,1282,64.3,NA,44795.92645330607
36047004600,36,047,004600,1400000US36047004600,1420,44,118333,1750,81.8,NA,12721.754723377171
36047005300,36,047,005300,1400000US36047005300,2423,34,72841,1665,68.8,NA,3799.114639829572
36047082600,36,047,082600,1400000US36047082600,4880,37,44120,1174,76.8,NA,63483.924215940366
36047089000,36,047,089000,1400000US36047089000,6750,36,28688,1161,76.3,NA,70375.5756473013
36047093800,36,047,093800,1400000US36047093800,2196,33,34018,1191,47.2,1941,43382.12614316769
36047102000,36,047,102000,1400000US36047102000,2132,35,84563,2107,13.3,1960,35161.64093681945
36047112800,36,047,112800,1400000US36047112800,3829,32,34028,1273,55.8,NA,53840.61311776235
36047120000,36,047,120000,1400000US36047120000,2230,34,32468,1199,42.9,1950,38369.17298327897
36047007200,36,047,007200,1400000US36047007200,2341,27,37364,1313,67.9,NA,97026.11470635302
36047009800,36,047,009800,1400000US36047009800,8178,28,31961,1245,63.1,NA,140265.43226096977
36047014700,36,047,014700,1400000US36047014700,2104,31,81181,1788,54.2,NA,51419.00519914323
36047016900,36,047,016900,1400000US36047016900,4779,34,78504,1720,77.7,NA,59092.115285827495
36047020200,36,047,020200,1400000US36047020200,2131,39,95152,1343,62.2,NA,40935.59518794316
36047022400,36,047,022400,1400000US36047022400,5981,21,37271,1545,62.3,NA,88234.0242190882
36047026100,36,047,026100,1400000US36047026100,4987,27,38859,1492,55,NA,64769.8309881756
36047027800,36,047,027800,1400000US36047027800,3418,36,47917,1259,37.5,1952,55165.87930604716
36047028502,36,047,028502,1400000US36047028502,2626,41,15135,438,8.9,1956,56739.03802452658
36047030500,36,047,030500,1400000US36047030500,5951,32,65701,1661,65.7,NA,47790.0829046711
36081023600,36,081,023600,1400000US36081023600,2707,38,50991,1425,49.2,1941,39772.732520606536
36085019700,36,085,019700,1400000US36085019700,1803,43,88333,1535,56.9,NA,15557.686024313944
36061001501,36,061,001501,1400000US36061001501,6502,43,81867,990,22,1971,65309.43054709891
36061009200,36,061,009200,1400000US36061009200,1717,33,122379,2628,50.9,NA,22571.016561518198
36061016200,36,061,016200,1400000US36061016200,9195,35,21577,627,8.5,1971,87549.13152806065
36061021900,36,061,021900,1400000US36061021900,6401,31,19025,547,47.5,1942,59334.42559983966
36061028700,36,061,028700,1400000US36061028700,4135,35,46891,1302,81.8,NA,20116.98789930236
36081003100,36,081,003100,1400000US36081003100,1058,36,56667,1379,54.2,NA,16611.142590414765
36005005300,36,005,005300,1400000US36005005300,3727,29,17719,813,9.7,1973,140417.85866402887
36005007500,36,005,007500,1400000US36005007500,5599,28,25452,777,30.5,1959,63709.121475454485
36005013300,36,005,013300,1400000US36005013300,7284,30,25282,724,31.4,1955,117061.2413330934
36005016700,36,005,016700,1400000US36005016700,2733,26,27222,1016,25.3,1963,34388.55601276738
36005017901,36,005,017901,1400000US36005017901,4661,35,21376,1136,61.2,NA,157344.39565710415
36005021900,36,005,021900,1400000US36005021900,1277,32,31292,1132,67.7,NA,23138.644288822503
36005022902,36,005,022902,1400000US36005022902,3386,28,24142,1120,62.8,NA,95738.03089485923
36005026701,36,005,026701,1400000US36005026701,3659,34,37061,1159,56,NA,137026.69305957202
36005029302,36,005,029302,1400000US36005029302,5597,46,94695,1555,9,1963,33980.45216747186
36005035600,36,005,035600,1400000US36005035600,2367,41,60694,1837,22.6,1957,15428.11814001948
36005037400,36,005,037400,1400000US36005037400,3713,31,25974,798,31.4,1954,57560.45635960975
36005039300,36,005,039300,1400000US36005039300,8433,28,20891,937,38.3,1951,120188.46397323444
36005040100,36,005,040100,1400000US36005040100,5088,31,33487,1285,67.4,NA,77321.69374930323
36005042800,36,005,042800,1400000US36005042800,2025,44,63017,1630,37.2,1951,30997.380008156077
36005048400,36,005,048400,1400000US36005048400,4377,38,69701,1602,25.3,1973,16260.44748592534
36081026400,36,081,026400,1400000US36081026400,2365,36,58147,1469,22,1964,24072.885411221898
36081028400,36,081,028400,1400000US36081028400,4367,27,61964,1853,24.4,1961,26350.008377597616
36081030902,36,081,030902,1400000US36081030902,7894,38,46136,1428,12,1958,49780.902862624695
36061002100,36,061,002100,1400000US36061002100,6735,34,NA,3657,27.5,1985,73665.58772604035
36061003900,36,061,003900,1400000US36061003900,5216,37,135250,2222,33.3,1971,40804.9530253238
36061005000,36,061,005000,1400000US36061005000,4998,36,102723,2050,31.5,1957,77761.7186829822
36061009000,36,061,009000,1400000US36061009000,7306,35,119196,2340,20.7,1967,108318.94035216265
36061011201,36,061,011201,1400000US36061011201,792,53,138250,2396,22.4,1951,25790.46590223295
36061012100,36,061,012100,1400000US36061012100,8192,41,62301,1484,33.6,1965,119089.93380144925
36061013400,36,061,013400,1400000US36061013400,11688,38,97801,1785,30,1961,166530.6759526678
36061014802,36,061,014802,1400000US36061014802,6751,36,109493,2240,51,NA,139189.69103645917
36061015602,36,061,015602,1400000US36061015602,2217,37,50455,1035,8.2,1958,52797.60375155166
36061016700,36,061,016700,1400000US36061016700,6468,43,113276,2171,68.6,NA,85045.24558072475
36061018700,36,061,018700,1400000US36061018700,8310,42,110385,1801,84.5,NA,98680.00696905647
36061019701,36,061,019701,1400000US36061019701,939,35,72000,3402,6.5,2004,10306.127453639352
36061022102,36,061,022102,1400000US36061022102,2351,38,42284,1343,55.9,NA,61505.67462626263
36061023802,36,061,023802,1400000US36061023802,2380,46,114545,2736,13.6,2003,25323.504274557654
36081032900,36,081,032900,1400000US36081032900,4071,35,53495,1548,23.2,1953,24132.53214133674
36005000200,36,005,000200,1400000US36005000200,5403,37,72034,1481,29.7,1958,29186.204491274613
36005004300,36,005,004300,1400000US36005004300,6057,30,21448,917,34.8,1956,69600.90737511813
36005020100,36,005,020100,1400000US36005020100,4340,30,24160,1071,37.9,1948,39760.556620658914
36005021200,36,005,021200,1400000US36005021200,5257,39,51443,1191,36.7,1944,134783.57239303886
36005022000,36,005,022000,1400000US36005022000,2176,27,23167,1229,36.6,1952,24572.448335549692
36005023501,36,005,023501,1400000US36005023501,3044,33,27316,1122,65.7,NA,115600.0509090909
36005025300,36,005,025300,1400000US36005025300,5952,32,30957,1146,65.2,NA,123861.93395362291
36005006900,36,005,006900,1400000US36005006900,8554,26,19741,770,17.6,1965,117858.87290466386
36005007900,36,005,007900,1400000US36005007900,6420,28,24278,668,51.1,NA,84008.0986207245
36005009600,36,005,009600,1400000US36005009600,2562,33,41250,1553,40.1,1946,9432.798481779218
36005014900,36,005,014900,1400000US36005014900,4348,30,27212,960,60.2,NA,72409.01875606824
36005026702,36,005,026702,1400000US36005026702,6824,32,39432,1190,59.3,NA,106234.8415079823
36081103202,36,081,103202,1400000US36081103202,7195,28,47935,1418,36,1957,26153.086954447088
36081156700,36,081,156700,1400000US36081156700,1363,43,57500,1717,4.5,2001,2398.1500701071714
